SRR,contig_name,orf_name,ref_name,identity_score,gap_openings,N/orf_len,M,N,aln_len,orf_len,ref_len
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_016442.1_rdrp_orf1_[Rattail_cactus_necrosis-associated_virus],0.3991655076495132,11,0.9862825788751715,432,719,1156,729,1146
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_010944.1_rdrp_orf1_[Brugmansia_mild_mottle_virus],0.6666666666666667,8,0.9917695473251029,241,723,1121,729,1115
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_009041.1_rdrp_orf1_[Rehmannia_mosaic_virus],0.7699724517906337,4,0.9958847736625515,167,726,1119,729,1116
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_008365.1_rdrp_orf1_[Streptocarpus_flower_break_virus],0.6123919308357348,12,0.9519890260631001,269,694,1140,729,1105
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_004422.1_rdrp_orf1_[Youcai_mosaic_virus],0.5820476858345021,11,0.9780521262002744,298,713,1119,729,1103
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_003852.1_rdrp_orf1_[Obuda_pepper_virus],0.6477115117891816,7,0.9890260631001372,254,721,1123,729,1115
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_003630.1_rdrp_orf1_[Pepper_mild_mottle_virus],0.9244505494505495,1,0.9986282578875172,55,728,1118,729,1117
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_003355.1_rdrp_orf1_[Wasabi_mottle_virus],0.5827338129496402,12,0.953360768175583,290,695,1137,729,1103
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_002633.1_rdrp_orf1_[Cucumber_fruit_mottle_mosaic_virus],0.41944847605224966,24,0.9451303155006858,400,689,1206,729,1166
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_001873.1_rdrp_orf1_[Turnip_vein-clearing_virus],0.5768688293370945,13,0.9725651577503429,300,709,1127,729,1107
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_034509.1_rdrp_orf1_[Hoya_chlorotic_spot_virus],0.5491329479768786,18,0.9492455418381345,312,692,1146,729,1109
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_030229.1_rdrp_orf1_[Tropical_soda_apple_mosaic_virus],0.8543956043956044,1,0.9986282578875172,106,728,1118,729,1117
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_002792.2_rdrp_orf1_[Ribgrass_mosaic_virus],0.5792426367461431,14,0.9780521262002744,300,713,1123,729,1107
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_015552.1_rdrp_orf1_[Passion_fruit_mosaic_virus],0.4200581395348837,17,0.943758573388203,399,688,1141,729,1100
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_014546.1_rdrp_orf1_[Frangipani_mosaic_virus],0.402315484804631,22,0.9478737997256516,413,691,1184,729,1146
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_011803.1_rdrp_orf1_[Cactus_mild_mottle_virus],0.37656903765690375,15,0.9835390946502057,447,717,1154,729,1142
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_008614.1_rdrp_orf1_[Cucumber_mottle_virus],0.4170337738619677,22,0.934156378600823,397,681,1214,729,1166
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_004106.1_rdrp_orf1_[Paprika_mild_mottle_virus],0.6464088397790055,6,0.9931412894375857,256,724,1120,729,1115
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_003878.1_rdrp_orf1_[Zucchini_green_mottle_mosaic_virus],0.40343347639484983,18,0.9588477366255144,417,699,1196,729,1166
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_003610.1_rdrp_orf1_[Kyuri_green_mottle_mosaic_virus],0.402002861230329,17,0.9588477366255144,418,699,1196,729,1166
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_002692.1_rdrp_orf1_[Tomato_mosaic_virus],0.803030303030303,3,0.9958847736625515,143,726,1119,729,1116
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_001801.1_rdrp_orf1_[Cucumber_green_mottle_mosaic_virus],0.40257879656160456,21,0.9574759945130316,417,698,1175,729,1144
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,NC_001367.1_rdrp_orf1_[Tobacco_mosaic_virus],0.7713498622589532,4,0.9958847736625515,166,726,1119,729,1116
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MW057697.1_rdrp_orf1_[Sunn-hemp_mosaic_virus],0.3997194950911641,14,0.9780521262002744,428,713,1146,729,1130
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,DQ356949.1_rdrp_orf1_[Maracuja_mosaic_virus],0.4061135371179039,20,0.9423868312757202,408,687,1145,729,1103
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,OR350232.1_rdrp_orf1_[Piper_chlorosis_virus],0.6033287101248266,10,0.9890260631001372,286,721,1126,729,1118
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MH645158.1_rdrp_orf1_[Ullucus_tobamovirus_1],0.5633001422475107,10,0.9643347050754458,307,703,1132,729,1106
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MW346735.1_rdrp_orf1_[Virgaviridae_sp.],0.40257879656160456,21,0.9574759945130316,417,698,1128,729,1097
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,OL404963.1_rdrp_orf1_[Trichosanthes_mottle_mosaic_virus],0.41235632183908044,16,0.9547325102880658,409,696,1199,729,1166
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MN164455.1_rdrp_orf1_[Chili_pepper_mild_mottle_virus],0.7713498622589532,4,0.9958847736625515,166,726,1119,729,1116
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MN164454.1_rdrp_orf1_[Yellow_pepper_mild_mottle_virus],0.7768595041322314,3,0.9958847736625515,162,726,1119,729,1116
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MW346736.1_rdrp_orf1_[Virgaviridae_sp.],0.9230769230769231,1,0.9986282578875172,56,728,1118,729,1117
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MN961200.1_rdrp_orf1_[Hoya_necrotic_spot_virus],0.560500695410292,6,0.9862825788751715,316,719,1140,729,1130
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MW897268.1_rdrp_orf1_[Yunnan_virgavirus_3],0.5515320334261838,11,0.9849108367626886,322,718,1125,729,1114
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,OL472109.1_rdrp_orf1_[Plantago_tobamovirus_1],0.5752461322081575,13,0.9753086419753086,302,711,1125,729,1107
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,MW897265.1_rdrp_orf1_[Sichuan_virgavirus],0.544055944055944,12,0.9807956104252401,326,715,1119,729,1105
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,LC643028.1_rdrp_orf1_[Scopolia_mild_mottle_virus],0.6239669421487604,5,0.9958847736625515,273,726,1122,729,1119
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,OP729508.1_rdrp_orf1_[African_eggplant-associated_virus],0.7791495198902606,4,1.0,161,729,1119,729,1119
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,OQ789506.1_rdrp_orf1_[Bertoki_tobamovirus_1],0.5519713261648745,11,0.7654320987654321,250,558,944,729,773
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,OQ789505.1_rdrp_orf1_[Gorica_tobamovirus_1],0.5810055865921788,11,0.9821673525377229,300,716,1094,729,1081
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AB976029.1_rdrp_orf1_[Gentian_ovary_ringspot_virus],0.29105691056910565,42,0.8436213991769548,436,615,1308,729,1194
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,KP760461.1_rdrp_orf1_[Drakaea_virus_A],0.2932692307692307,42,0.8559670781893004,441,624,1120,729,1015
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AJ012005.1_rdrp_orf1_[Chinese_wheat_mosaic_virus],0.3288288288288288,43,0.9135802469135802,447,666,1413,729,1350
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,BAA94796.1_BAA94797.1_orf1_[Japanese_soil-borne_wheat_mosaic_virus],0.3206686930091185,43,0.9026063100137174,447,658,1405,729,1334
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AJ132578.1_rdrp_orf1_[Oat_golden_stripe_virus],0.3303303303303303,47,0.9135802469135802,446,666,1408,729,1345
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AJ132576.1_rdrp_orf1_[Soil-borne_cereal_mosaic_virus],0.3190839694656489,43,0.8984910836762688,446,655,1382,729,1308
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,L07937.1_rdrp_orf1_[Soil-borne_wheat_mosaic_virus],0.34782608695652173,46,0.8834019204389575,420,644,1405,729,1320
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AB033691.1_rdrp_orf1_[Sorghum_chlorotic_spot_virus],0.3129770992366412,37,0.8984910836762688,450,655,1351,729,1277
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,X99149.1_rdrp_orf1_[Indian_peanut_clump_virus],0.305993690851735,39,0.869684499314129,440,634,1225,729,1130
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,X78602.1_rdrp_orf1_[Peanut_clump_virus],0.29037267080745344,39,0.8834019204389575,457,644,1230,729,1145
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,Z97873.1_rdrp_orf1_[Beet_soil-borne_virus],0.32330827067669177,38,0.9122085048010974,450,665,1334,729,1270
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AJ223596.1_rdrp_orf1_[Beet_virus_Q],0.2892307692307692,37,0.8916323731138546,462,650,1389,729,1310
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,D86636.1_rdrp_orf1_[Broad_bean_necrosis_virus],0.29491017964071853,40,0.9163237311385459,471,668,1367,729,1306
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,KT225271.2_rdrp_orf1_[Colombian_potato_soil-borne_virus],0.32473444613050073,43,0.9039780521262003,445,659,1411,729,1341
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AJ238607.1_rdrp_orf1_[Potato_mop-top_virus],0.3114754098360656,39,0.9204389574759945,462,671,1361,729,1303
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,KT225277.1_rdrp_orf1_[Soil-borne_virus_2],0.3012048192771084,39,0.9108367626886146,464,664,1380,729,1315
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,X14006.1_rdrp_orf1_[Pea_early_browning_virus],0.3222748815165877,40,0.8683127572016461,429,633,1342,729,1246
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,L23972.1_rdrp_orf1_[Pepper_ringspot_virus],0.29750778816199375,34,0.8806584362139918,451,642,1266,729,1179
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,AF166084.1_rdrp_orf1_[Tobacco_rattle_virus],0.29237947122861585,38,0.8820301783264746,455,643,1273,729,1187
ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733,NODE_3072_length_2188_cov_2.218940_ERR1356733_3,J04342.1_rdrp_orf1_[Barley_stripe_mosaic_virus],0.28437500000000004,42,0.877914951989026,458,640,1228,729,1139
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_001728.1_rdrp_orf1_[Odontoglossum_ringspot_virus],0.2734375,51,0.8839779005524862,465,640,1196,724,1112
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_009642.1_rdrp_orf1_[Bell_pepper_mottle_virus],0.27118644067796616,53,0.8964088397790055,473,649,1191,724,1116
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_040685.2_rdrp_orf1_[Opuntia_virus_2],0.3083197389885808,54,0.8466850828729282,424,613,1211,724,1100
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_016519.1_rdrp_orf1_[Clitoria_yellow_mottle_virus],0.2938311688311688,52,0.850828729281768,435,616,1241,724,1133
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_001556.1_rdrp_orf1_[Tobacco_mild_green_mosaic_virus],0.2772727272727272,55,0.9116022099447514,477,660,1175,724,1111
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_028478.1_rdrp_orf1_[Tomato_brown_rugose_fruit_virus],0.2813455657492355,54,0.9033149171270718,470,654,1186,724,1116
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_026816.1_rdrp_orf1_[Plumeria_mosaic_virus],0.28549141965678626,58,0.8853591160220995,458,641,1235,724,1152
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_025381.1_rdrp_orf1_[Hibiscus_latent_Fort_Pierce_virus],0.2887537993920972,59,0.9088397790055248,468,658,1204,724,1138
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_008310.2_rdrp_orf1_[Hibiscus_latent_Singapore_virus],0.263235294117647,52,0.9392265193370166,501,680,1178,724,1134
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_022801.1_rdrp_orf1_[Yellow_tailflower_mild_mottle_virus],0.27794117647058825,54,0.9392265193370166,491,680,1163,724,1119
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_022230.1_rdrp_orf1_[Tomato_mottle_mosaic_virus],0.2872670807453416,53,0.8895027624309392,459,644,1196,724,1116
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_016442.1_rdrp_orf1_[Rattail_cactus_necrosis-associated_virus],0.2627627627627628,54,0.919889502762431,491,666,1204,724,1146
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_010944.1_rdrp_orf1_[Brugmansia_mild_mottle_virus],0.2762345679012346,54,0.8950276243093923,469,648,1191,724,1115
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_009041.1_rdrp_orf1_[Rehmannia_mosaic_virus],0.2841781874039938,53,0.899171270718232,466,651,1189,724,1116
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_008365.1_rdrp_orf1_[Streptocarpus_flower_break_virus],0.2875197472353871,56,0.8743093922651933,451,633,1196,724,1105
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_004422.1_rdrp_orf1_[Youcai_mosaic_virus],0.26040061633281975,52,0.8964088397790055,480,649,1178,724,1103
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_003852.1_rdrp_orf1_[Obuda_pepper_virus],0.2942097026604069,58,0.8825966850828729,451,639,1200,724,1115
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_003630.1_rdrp_orf1_[Pepper_mild_mottle_virus],0.28363047001620745,53,0.8522099447513812,442,617,1224,724,1117
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_003355.1_rdrp_orf1_[Wasabi_mottle_virus],0.26747720364741645,54,0.9088397790055248,482,658,1169,724,1103
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_002633.1_rdrp_orf1_[Cucumber_fruit_mottle_mosaic_virus],0.30500758725341426,58,0.9102209944751382,458,659,1231,724,1166
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_001873.1_rdrp_orf1_[Turnip_vein-clearing_virus],0.29299363057324845,55,0.8674033149171271,444,628,1203,724,1107
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_034509.1_rdrp_orf1_[Hoya_chlorotic_spot_virus],0.27716535433070866,47,0.8770718232044199,459,635,1198,724,1109
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_030229.1_rdrp_orf1_[Tropical_soda_apple_mosaic_virus],0.26953748006379585,53,0.8660220994475138,458,627,1214,724,1117
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_002792.2_rdrp_orf1_[Ribgrass_mosaic_virus],0.25341426403641887,51,0.9102209944751382,492,659,1172,724,1107
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_015552.1_rdrp_orf1_[Passion_fruit_mosaic_virus],0.2873015873015873,53,0.8701657458563536,449,630,1194,724,1100
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_014546.1_rdrp_orf1_[Frangipani_mosaic_virus],0.3216,71,0.8632596685082873,424,625,1245,724,1146
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_011803.1_rdrp_orf1_[Cactus_mild_mottle_virus],0.2883435582822086,55,0.9005524861878453,464,652,1214,724,1142
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_008614.1_rdrp_orf1_[Cucumber_mottle_virus],0.2865761689291101,58,0.9157458563535912,473,663,1227,724,1166
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_004106.1_rdrp_orf1_[Paprika_mild_mottle_virus],0.30185758513931893,59,0.8922651933701657,451,646,1193,724,1115
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_003878.1_rdrp_orf1_[Zucchini_green_mottle_mosaic_virus],0.343089430894309,64,0.8494475138121547,404,615,1275,724,1166
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_003610.1_rdrp_orf1_[Kyuri_green_mottle_mosaic_virus],0.3082942097026604,58,0.8825966850828729,442,639,1251,724,1166
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_002692.1_rdrp_orf1_[Tomato_mosaic_virus],0.2682170542635659,51,0.8908839779005525,472,645,1195,724,1116
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_001801.1_rdrp_orf1_[Cucumber_green_mottle_mosaic_virus],0.2951334379905809,57,0.8798342541436464,449,637,1231,724,1144
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,NC_001367.1_rdrp_orf1_[Tobacco_mosaic_virus],0.26215022091310747,53,0.9378453038674033,501,679,1161,724,1116
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,MW057697.1_rdrp_orf1_[Sunn-hemp_mosaic_virus],0.29888712241653415,60,0.8687845303867403,441,629,1225,724,1130
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,DQ356949.1_rdrp_orf1_[Maracuja_mosaic_virus],0.3089700996677741,61,0.8314917127071824,416,602,1225,724,1103
ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479,NODE_14_length_5191_cov_521.552923_ERR2737479_4,OR350232.1_rdrp_orf1_[Piper_chlorosis_virus],0.2725925925925926,53,0.9323204419889503,491,675,1167,724,1118
